,func,n,d,dataset_num,title,optimal,mean,optimal_sc,mean_sc,distortion,n_clusters,noise,weights
6744,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4569942758588802, 0.14665322788446375, 0.396352496258182]","[0.42656400114125537, 0.17944479903139524, 0.39399119982734937]",12.516247401011613,13.007122599318503,1.039219039267889,3.0,0.07,"[0.2, 0.2, 0.6]"
6745,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4674854159866686, 0.25793386888778547, 0.27458071537549467]","[0.44340719261544664, 0.2823244554704256, 0.27426835191412774]",10.867689987903068,11.127131028679681,1.0238726942952365,3.0,0.07,"[0.2, 0.2, 0.6]"
6746,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.1818605280105377, 0.04973940952990211, 0.7684000625592751]","[0.25628651580822265, 0.17182791713435436, 0.5718855670574231]",32.61407023514917,35.38471845650149,1.0849525435303167,3.0,0.07,"[0.2, 0.2, 0.6]"
6747,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3750534847752292, 0.44619847523755024, 0.1787480399874239]","[0.3899866017914425, 0.3893757583982407, 0.22063763981031698]",17.029525628413676,17.726374202534018,1.0409200226316142,3.0,0.07,"[0.2, 0.2, 0.6]"
6748,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.43309747419740746, 0.34452344523298095, 0.22237908056975345]","[0.42984356534430157, 0.3788537948455977, 0.19130263981010082]",12.042479704102288,12.571183882532363,1.0439032650601,3.0,0.07,"[0.2, 0.2, 0.6]"
6749,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4047975310940833, 0.4006639726907584, 0.1945384961794041]","[0.40499467202792894, 0.3933267809328333, 0.20167854703923777]",8.610826584516198,8.63851825039745,1.003215912619939,3.0,0.07,"[0.2, 0.2, 0.6]"
6750,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3042936510895602, 0.6013940168529653, 0.09431233232482196]","[0.35437533067772564, 0.5140509956161657, 0.13157367370610892]",19.75720007997083,21.19195245921855,1.072619215953693,3.0,0.07,"[0.2, 0.2, 0.6]"
6751,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.18603985053972796, 0.343047242934601, 0.47091290793105367]","[0.24701159506939097, 0.32434725428171335, 0.4286411506488955]",18.814373339064012,19.76574613239324,1.0505662759095944,3.0,0.07,"[0.2, 0.2, 0.6]"
6752,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.2200654613912365, 0.30846719283725044, 0.4714673459473528]","[0.25652900861656985, 0.39150382355835417, 0.35196716782507587]",19.782190813234024,22.265177960990396,1.1255162874121751,3.0,0.07,"[0.2, 0.2, 0.6]"
6753,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.46313501907278337, 0.37700007611099157, 0.1598649048352731]","[0.4651268892576862, 0.3486657212844839, 0.18620738945782983]",13.015295663291482,13.271230493486058,1.0196641579888515,3.0,0.07,"[0.2, 0.2, 0.6]"
6754,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.15464106357673765, 0.4890349828410282, 0.35632395485535384]","[0.19120457789401854, 0.4096088759078378, 0.39918654619814353]",18.32185583668419,19.423617281763978,1.060133725256905,3.0,0.07,"[0.2, 0.2, 0.6]"
6755,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.35238586181437337, 0.33957677936940406, 0.3080373598354258]","[0.3026689716987838, 0.3849389677079342, 0.31239206059328206]",11.699947295809976,13.066747034018311,1.1168210166808032,3.0,0.07,"[0.2, 0.2, 0.6]"
6756,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3269952384344821, 0.2175959950271346, 0.45540876671297315]","[0.3346884428420936, 0.22240830044752194, 0.44290325671038444]",11.669559301604584,11.744821126311562,1.0064494144775997,3.0,0.07,"[0.2, 0.2, 0.6]"
6757,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.40555311925555243, 0.04995476194448642, 0.5444921189985769]","[0.38940520806965945, 0.13182752378271473, 0.47876726814762594]",17.157377566649508,19.31888780381604,1.125981387818152,3.0,0.07,"[0.2, 0.2, 0.6]"
6758,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3419339746045105, 0.3962319116885198, 0.2618341137981984]","[0.3051625152105286, 0.41101155696411396, 0.28382592782535737]",11.88526898979273,12.302448144142895,1.0351005227318326,3.0,0.07,"[0.2, 0.2, 0.6]"
6759,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3982129225318803, 0.20686028486681135, 0.39492679260797314]","[0.3940268262319498, 0.17534338473777225, 0.4306297890302777]",11.945504538588617,12.50679319241262,1.0469874379948392,3.0,0.07,"[0.2, 0.2, 0.6]"
6760,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.36199472687872614, 0.17574288662170043, 0.4622623864952571]","[0.39127843913375676, 0.15626976967230718, 0.45245179119393597]",14.837390162692849,15.150757247306995,1.0211200946512868,3.0,0.07,"[0.2, 0.2, 0.6]"
6761,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.25849107364068474, 0.26602526593916764, 0.47548366042009105]","[0.25324604018426805, 0.2553144020214067, 0.4914395577943251]",10.70155042764305,10.834461097848745,1.0124197583429009,3.0,0.07,"[0.2, 0.2, 0.6]"
6762,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4371266493801747, 0.31317220072903773, 0.24970115065937096]","[0.35019530780960273, 0.3532963501342873, 0.29650834205611004]",22.300133589584046,24.19508258298778,1.0849747821371272,3.0,0.07,"[0.2, 0.2, 0.6]"
6763,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.41476016948404903, 0.3344198251948208, 0.2508200053253766]","[0.44929502199413845, 0.3167124278565661, 0.23399255014929557]",10.113552609537438,10.484251540315714,1.0366536809655487,3.0,0.07,"[0.2, 0.2, 0.6]"
6764,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4388525633438803, 0.23235664699500655, 0.3287907896659959]","[0.3618439612557032, 0.2626792268265286, 0.37547681191776827]",18.607272588069307,20.03443343056899,1.0766990882594343,3.0,0.07,"[0.2, 0.2, 0.6]"
6765,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3999901981876253, 0.2490068312748718, 0.3510029707091688]","[0.46846705946562517, 0.20979784866398926, 0.3217350918703856]",17.726001551016864,18.62720206156584,1.0508405975230932,3.0,0.07,"[0.2, 0.2, 0.6]"
6766,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3163520737677055, 0.14588376763915065, 0.537764158628753]","[0.3139604503781232, 0.17619564199551693, 0.50984390762636]",13.224802705189576,13.391451549001545,1.012601234780355,3.0,0.07,"[0.2, 0.2, 0.6]"
6767,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4285556388708499, 0.09181274143810343, 0.4796316196932113]","[0.3461905177803219, 0.2601795740321292, 0.39362990818754895]",28.140908293355704,31.178595486146463,1.1079455986681135,3.0,0.07,"[0.2, 0.2, 0.6]"
6768,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.23501845275103253, 0.49829732797780263, 0.26668422083817667]","[0.21264366650242617, 0.4863615444670639, 0.30099478903051]",11.865308517241855,12.141205217770443,1.0232523832083822,3.0,0.07,"[0.2, 0.2, 0.6]"
6769,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3426122137340676, 0.5580375712895806, 0.0993502150062267]","[0.3248887528069371, 0.46999777525238706, 0.205113471940676]",19.841489781942037,21.541958918416775,1.085702694463112,3.0,0.07,"[0.2, 0.2, 0.6]"
6770,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3674150066692797, 0.1712007397026445, 0.4613842539452945]","[0.33970058787259616, 0.17525590384007844, 0.48504350828732556]",11.719133826372186,12.038867189388219,1.0272830200382659,3.0,0.07,"[0.2, 0.2, 0.6]"
6771,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.5528553363845863, 0.15927397530073834, 0.28787068923615383]","[0.5537682448314724, 0.19067039360805854, 0.2555613615604689]",13.177405584149218,13.680568096119352,1.0381837311416882,3.0,0.07,"[0.2, 0.2, 0.6]"
6772,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.17127016075738447, 0.6191504628395055, 0.20957937640708355]","[0.2755989031488804, 0.5326392574744218, 0.19176183937669802]",21.364060057978502,24.854956535008874,1.1634004242431757,3.0,0.07,"[0.2, 0.2, 0.6]"
6773,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.16075605548358127, 0.4634085805212951, 0.3758353639959278]","[0.1865733112686381, 0.49964522670997735, 0.3137814620213845]",16.406155477008294,17.241059360415182,1.0508896727558708,3.0,0.07,"[0.2, 0.2, 0.6]"
6774,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.22947443561483705, 0.48950822210185274, 0.2810173423704473]","[0.21064706986569695, 0.3730705171050992, 0.41628241302920377]",22.811932055281826,24.737276548146735,1.0844007639598032,3.0,0.07,"[0.2, 0.2, 0.6]"
6775,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.5127049385560797, 0.28279200307365177, 0.20450305849247452]","[0.4142078647429576, 0.43219697056568707, 0.15359516469135542]",25.56653749907286,27.8351911844423,1.0887352730283368,3.0,0.07,"[0.2, 0.2, 0.6]"
6776,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.28327718150329007, 0.4255612339056451, 0.2911615846016595]","[0.2789307749751891, 0.38387178422138996, 0.3371974408034209]",16.839466339763725,17.381345706458493,1.0321791294190366,3.0,0.07,"[0.2, 0.2, 0.6]"
6777,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.5250075415567915, 0.08536572016720062, 0.38962673845338497]","[0.43169727778839134, 0.10426316796924205, 0.46403955424236676]",20.18911984422175,22.047389140673936,1.0920431059298523,3.0,0.07,"[0.2, 0.2, 0.6]"
6778,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4418930841871651, 0.4181391280346437, 0.13996778779278077]","[0.4405186026975327, 0.4175258104685532, 0.14195558683391404]",9.373611011031022,9.377376976878645,1.000401762548413,3.0,0.07,"[0.2, 0.2, 0.6]"
6779,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.10021374897781765, 0.5643826494795645, 0.3354036015430534]","[0.1512062969517573, 0.4984915977934277, 0.35030210525481487]",15.762601246813755,17.03333663264194,1.0806171117273586,3.0,0.07,"[0.2, 0.2, 0.6]"
6780,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.152079677090629, 0.5676160587612145, 0.2803042641529677]","[0.19685332030490424, 0.531740311697099, 0.27140636799799667]",16.44739074387826,16.867142316304577,1.0255208609658981,3.0,0.07,"[0.2, 0.2, 0.6]"
6781,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3608156274467536, 0.2193132725215672, 0.4198711000326393]","[0.3308745785773386, 0.2561465746012557, 0.4129788468214057]",10.763217184200892,11.292993863121687,1.0492210339951555,3.0,0.07,"[0.2, 0.2, 0.6]"
6782,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4056552569558394, 0.48310232721586804, 0.11124241694236675]","[0.3820476013251482, 0.43452532903727226, 0.18342706963757974]",18.22755586937699,19.24384665534427,1.0557557356153653,3.0,0.07,"[0.2, 0.2, 0.6]"
6783,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.2490263010978488, 0.3504686409170883, 0.4005050580044203]","[0.2535154493093973, 0.33401226477156953, 0.41247228591903307]",8.428661590926405,8.555079547346052,1.0149985801489216,3.0,0.07,"[0.2, 0.2, 0.6]"
6784,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.10614473047260692, 0.3297939456634872, 0.5640613238845347]","[0.15156522574101935, 0.2916041091929558, 0.5568306650660252]",12.59150732268545,13.237812655977446,1.051328670724559,3.0,0.07,"[0.2, 0.2, 0.6]"
6785,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4457401784077068, 0.3445751063045633, 0.20968471718309875]","[0.3659742781205093, 0.28660370523769935, 0.34742201664179134]",26.104353378195842,28.242218247045997,1.0818968712948793,3.0,0.07,"[0.2, 0.2, 0.6]"
6786,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.6640437700030477, 0.24434703009051384, 0.09160919990571406]","[0.5651951636083153, 0.2530121949144567, 0.18179264147722815]",23.851814550253494,25.11068111287887,1.05277864960643,3.0,0.07,"[0.2, 0.2, 0.6]"
6787,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.49230292703091094, 0.25626586357631703, 0.2514312094009926]","[0.48015395378394005, 0.26626101761322024, 0.25358502860283993]",12.742940713212976,12.79562601476499,1.0041344696438386,3.0,0.07,"[0.2, 0.2, 0.6]"
6788,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.6180203594952021, 0.13041751880644495, 0.25156212173264775]","[0.6240001903412483, 0.17491599507866326, 0.2010838145800885]",20.312996684016106,20.892516447610493,1.028529506138816,3.0,0.07,"[0.2, 0.2, 0.6]"
6789,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.7207463030809383, 0.15008543534833718, 0.12916826158901307]","[0.5999550358570671, 0.2488007134262269, 0.151244250716706]",23.754204610188296,25.254177561983326,1.0631455768109233,3.0,0.07,"[0.2, 0.2, 0.6]"
6790,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.38672613777817727, 0.19038228579324173, 0.4228915764295553]","[0.3612279213016209, 0.22523046217646045, 0.4135416165219188]",11.116748317740697,11.721897679044554,1.0544358245781393,3.0,0.07,"[0.2, 0.2, 0.6]"
6791,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.35967907015273914, 0.5204777059084346, 0.11984322393931846]","[0.31253338412263054, 0.5189825715083242, 0.1684840443690452]",16.579670705048763,17.091148976574782,1.030849724377835,3.0,0.07,"[0.2, 0.2, 0.6]"
6792,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.21626099385729572, 0.2647980912763463, 0.5189409148661875]","[0.23985064646371426, 0.29196811580385956, 0.46818123773242626]",16.360970774584732,16.85166336805366,1.0299916551547892,3.0,0.07,"[0.2, 0.2, 0.6]"
6793,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.1685859058390574, 0.4292710079011539, 0.4021430862839342]","[0.1686514781634595, 0.4301882587818153, 0.4011602630547253]",7.181833915924124,7.181833915924121,0.9999999999999996,3.0,0.07,"[0.2, 0.2, 0.6]"
6794,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.35330353985999596, 0.3054210661551426, 0.3412753939851316]","[0.3516305134058765, 0.31562279659169923, 0.3327466900024242]",9.105555977451589,9.142037122709496,1.0040064709226155,3.0,0.07,"[0.2, 0.2, 0.6]"
6795,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4382779957135185, 0.44281813197408665, 0.11890387231243842]","[0.43901597884574334, 0.4450753231671572, 0.11590869798709935]",16.418895093792262,16.42760937446959,1.0005307470830131,3.0,0.07,"[0.2, 0.2, 0.6]"
6796,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4285376243371846, 0.2608951868459998, 0.3105671889057899]","[0.4122229349152309, 0.29994031002198357, 0.2878367550627856]",11.890120860564803,12.439152264245472,1.0461754266520205,3.0,0.07,"[0.2, 0.2, 0.6]"
6797,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3556204635898232, 0.37646188820907167, 0.2679176482042732]","[0.3234016269254768, 0.38160614839057005, 0.29499222468395325]",12.485551879734002,13.009472850091438,1.0419621795979912,3.0,0.07,"[0.2, 0.2, 0.6]"
6798,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.49416317460390885, 0.1476752269143542, 0.3581615984829646]","[0.49828765417534554, 0.15241983068412224, 0.34929251514053206]",14.210943026193856,14.239276873047777,1.0019938048306642,3.0,0.07,"[0.2, 0.2, 0.6]"
6799,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.5355439564742421, 0.2007115481854739, 0.2637444959066002]","[0.5173079490040323, 0.2033287596439115, 0.27936329135205634]",13.569424736937709,13.692027363297859,1.0090352117895176,3.0,0.07,"[0.2, 0.2, 0.6]"
6800,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.01873244116547817, 0.5215003969562828, 0.45976716252292993]","[0.017508043278949992, 0.46593656699920444, 0.5165553897218453]",18.197775140759518,19.510836824468623,1.0721550669547564,3.0,0.07,"[0.2, 0.2, 0.6]"
6801,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.2120999368208156, 0.31755073585529026, 0.47034932822754594]","[0.16314297300594, 0.3797476349809633, 0.4571093920130967]",15.513180721849197,16.053780354922203,1.0348477622201364,3.0,0.07,"[0.2, 0.2, 0.6]"
6802,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.24622766545623773, 0.337012977486088, 0.41675935707956063]","[0.27310687099001907, 0.3158113222607483, 0.4110818067492326]",13.233163945096951,13.488401261521108,1.0192877015264914,3.0,0.07,"[0.2, 0.2, 0.6]"
6803,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.24817990409837007, 0.5319156151458108, 0.2199044811914248]","[0.24580420005255124, 0.5053983754851555, 0.24879742446229336]",12.72731638311205,13.128350422702857,1.0315097093149141,3.0,0.07,"[0.2, 0.2, 0.6]"
6804,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.40849566606951704, 0.2009802038405752, 0.39052413009183823]","[0.42613254399414885, 0.24611207019038997, 0.3277553858154611]",16.043299048119906,17.480864594183895,1.0896053574612172,3.0,0.07,"[0.2, 0.2, 0.6]"
6805,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4599145329345353, 0.42858934359443923, 0.11149612620706578]","[0.40653506166392644, 0.35306732733625396, 0.24039761099981966]",24.190358001320416,26.40300015851497,1.0914679376416745,3.0,0.07,"[0.2, 0.2, 0.6]"
6806,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.0990535278121431, 0.19611545514529982, 0.7048310170436373]","[0.09054810523106717, 0.33735514633706315, 0.5720967484318699]",26.679737252699777,28.72679374817275,1.0767270110677656,3.0,0.07,"[0.2, 0.2, 0.6]"
6807,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.36790034101989116, 0.2794470352299628, 0.3526526237516759]","[0.3486839726013834, 0.2998570405115859, 0.3514589868870306]",9.705903988187597,9.89493595597409,1.019475977509828,3.0,0.07,"[0.2, 0.2, 0.6]"
6808,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.37897716049605995, 0.15563349557592815, 0.46538934392806]","[0.3798318048236308, 0.16891593344410682, 0.45125226173226246]",10.334605004134476,10.459925963616111,1.0121263424612261,3.0,0.07,"[0.2, 0.2, 0.6]"
6809,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4394976290997159, 0.16928832837585217, 0.3912140425366169]","[0.41899916510616786, 0.2037097662921668, 0.3772910686016652]",15.786759869827907,16.1267772436676,1.021538135541641,3.0,0.07,"[0.2, 0.2, 0.6]"
6810,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.4661815759355067, 0.11327492680901462, 0.4205434980098342]","[0.5024860774899789, 0.13766046600962173, 0.3598534565003992]",16.248637914739266,17.345732131922063,1.0675191497859406,3.0,0.07,"[0.2, 0.2, 0.6]"
6811,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.30950357401740775, 0.22603042029999504, 0.4644660056999122]","[0.3312477535960919, 0.20829741847725924, 0.46045482792664877]",10.326734262089872,10.579560623214508,1.0244827023440295,3.0,0.07,"[0.2, 0.2, 0.6]"
6812,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.23093530981837526, 0.27124657929891677, 0.49781811088386674]","[0.22837493782138835, 0.23593188379077784, 0.535693178387834]",14.772117092308552,15.370403047583636,1.040501029848091,3.0,0.07,"[0.2, 0.2, 0.6]"
6813,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.45242432106289626, 0.17447041026678378, 0.37310526893252716]","[0.4157690067676522, 0.21952390453669995, 0.36470708869564783]",13.412288213548095,13.854387768393126,1.0329622766679332,3.0,0.07,"[0.2, 0.2, 0.6]"
6814,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.08978350570597503, 0.141330028868056, 0.7688864654291229]","[0.15592012976669123, 0.24537253168705064, 0.5987073385462581]",30.253870576555546,35.051998522669095,1.158595507109485,3.0,0.07,"[0.2, 0.2, 0.6]"
6815,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.26082036889998134, 0.5326113814907223, 0.20656825073120047]","[0.27440669308190996, 0.46625657927171305, 0.25933672764637716]",17.46128587375577,18.972758659579764,1.0865613676307615,3.0,0.07,"[0.2, 0.2, 0.6]"
6816,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.0873945448055447, 0.5051179157913537, 0.40748753940297777]","[0.14609492685198194, 0.45097465341970777, 0.4029304197283103]",15.47242922388813,16.38025208403374,1.0586735829913514,3.0,0.07,"[0.2, 0.2, 0.6]"
6817,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3319096975911845, 0.2007007385198936, 0.46738956388917985]","[0.3277909377271475, 0.2690339849231849, 0.4031750773496677]",17.65516295970591,18.44613678642394,1.0448012758943803,3.0,0.07,"[0.2, 0.2, 0.6]"
6818,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3582499364883661, 0.5218936021127828, 0.11985646139898838]","[0.4505530378469889, 0.44647466990259355, 0.10297229225041732]",18.27120420804265,20.760404739357835,1.1362362602361744,3.0,0.07,"[0.2, 0.2, 0.6]"
6819,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.5550109183034057, 0.12584844698270664, 0.31914063681132]","[0.46041453866135357, 0.1564164501846455, 0.383169011154001]",20.89624013293367,22.11730809263374,1.0584348165953354,3.0,0.07,"[0.2, 0.2, 0.6]"
6820,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.2976451694888427, 0.5219831294384015, 0.18037170107714565]","[0.3489365927529528, 0.4350145020660486, 0.21604890518099867]",16.669485561703894,18.09091976299627,1.0852716297711038,3.0,0.07,"[0.2, 0.2, 0.6]"
6821,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.3039774885200378, 0.44246682622491124, 0.25355568525458005]","[0.32537992602934085, 0.43835882175906854, 0.2362612522115904]",13.059626017007556,13.270015488618958,1.0161099155012105,3.0,0.07,"[0.2, 0.2, 0.6]"
6822,clustered,50,3,6,"func-clustered_n-50_d-3_n_clusters-3_noise-0.07_weights-[0.2, 0.2, 0.6]","[0.39431379565439095, 0.38185933325903787, 0.2238268710993535]","[0.37888967647928307, 0.36941612397243195, 0.2516941995482849]",14.004716088510516,14.241516706353169,1.016908633944884,3.0,0.07,"[0.2, 0.2, 0.6]"
